RootType,OuterType,OuterName,X,Y,Z,DisplayName,LootSource,Chance,ChanceType,AISpawner,JSON
SceneComponent,InstancedFoliageActor,InstancedFoliageActor_25600_-1_0_0,-12800.0,12800.0,12800.0,,,,,,{}
SceneComponent,InstancedFoliageActor,InstancedFoliageActor_25600_-1_1_-1,-12800.0,38400.0,-12800.0,,,,,,{}
SceneComponent,InstancedFoliageActor,InstancedFoliageActor_25600_-2_0_-1,-38400.0,12800.0,-12800.0,,,,,,{}
SceneComponent,InstancedFoliageActor,InstancedFoliageActor_25600_-2_1_-1,-38400.0,38400.0,-12800.0,,,,,,{}
SceneComponent,Light_Ceiling_01a_C,Light_Ceiling_01a_C_UAID_D843AE641AE3BA4402_83341eb1e5ddffa6_1863434712,-5579.3047,-3451.2366,11926.211,,,,,,{}
SceneComponent,Light_Ceiling_01a_C,Light_Ceiling_01a_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1940567985,3073.0,-4944.0,10073.0,,,,,,{}
SceneComponent,Light_Ceiling_01a_C,Light_Ceiling_01a_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1940571988,3073.0,-3152.0,10073.0,,,,,,{}
SceneComponent,Light_Lantern_01a_C,Light_Lantern_01a_C_57329bfc6dfaaa8a_1,-1457.2358,896.5713,11204.481,,,,,,{}
SceneComponent,Light_Lantern_01a_C,Light_Lantern_01a_C_6e97b666190c85c7_1,-2501.626,-499.8978,11186.862,,,,,,{}
SceneComponent,Light_Lantern_01a_C,Light_Lantern_01a_C_700733763f4809a8_1,-2704.9229,862.6974,11185.604,,,,,,{}
SceneComponent,Light_Lantern_01a_C,Light_Lantern_01a_C_7dc32bdef8128433_1,-3205.1228,-5250.749,11179.808,,,,,,{}
SceneComponent,Light_Lantern_01a_C,Light_Lantern_01a_C_8e8428bd7739a4a7_1,-2840.6968,-3796.211,11197.364,,,,,,{}
SceneComponent,Light_Lantern_01a_C,Light_Lantern_01a_C_a213e7414ba3e3bb_1,-2804.3682,-2980.818,11179.8955,,,,,,{}
SceneComponent,Light_Lantern_01a_C,Light_Lantern_01a_C_a6c83affdf0b6f6c_1,-2987.365,-2034.7334,11186.326,,,,,,{}
SceneComponent,Light_Wall_02_C,Light_Wall_02_C_UAID_D843AE641AE3BA4402_83341eb1e5ddffa6_1861858113,-2266.3225,-6338.594,11471.67,,,,,,{}
SceneComponent,Light_Wall_02_C,Light_Wall_02_C_UAID_D843AE641AE3BA4402_83341eb1e5ddffa6_1861861114,-2881.781,-6336.786,11471.67,,,,,,{}
SceneComponent,Light_Wall_02_C,Light_Wall_02_C_UAID_D843AE641AE3BA4402_83341eb1e5ddffa6_1861864115,-2907.198,-4585.6313,11471.67,,,,,,{}
SceneComponent,Light_Wall_02_C,Light_Wall_02_C_UAID_D843AE641AE3BA4402_83341eb1e5ddffa6_1861868116,-2261.0552,-4585.6313,11471.67,,,,,,{}
SceneComponent,Light_Wall_02_C,Light_Wall_02_C_UAID_D843AE641AE3BA4402_83341eb1e5ddffa6_1861871117,-3450.1062,-5752.1597,11471.67,,,,,,{}
SceneComponent,Light_Wall_02_C,Light_Wall_02_C_UAID_D843AE641AE3BA4402_83341eb1e5ddffa6_1861874118,-3450.1062,-5151.047,11460.017,,,,,,{}
SceneComponent,Light_Wall_02_C,Light_Wall_02_C_UAID_D843AE641AE3BA4402_83341eb1e5ddffa6_1861877119,-1700.0292,-5152.384,11491.058,,,,,,{}
SceneComponent,Light_Wall_02_C,Light_Wall_02_C_UAID_D843AE641AE3BA4402_83341eb1e5ddffa6_1861881120,-1701.0438,-5761.6733,11471.67,,,,,,{}
SceneComponent,Light_Wall_02_C,Light_Wall_02_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1940575991,4355.61,-933.2376,11839.165,,,,,,{}
SceneComponent,PG_CampFire_Smouldering_C,PG_CampFire_Smouldering_C_747d800bc1cc41ee_0,-1681.6757,-900.04083,11033.378,,,,,,{}
SceneComponent,PG_CampFire_Smouldering_C,UNP_PG_CampFire_Smouldering1_90398660cfebf0ad_1,2015.2909,3764.5532,11036.407,,,,,,{}
SceneComponent,PG_CampFire_Smouldering_C,UNP_PG_CampFire_Smouldering_90398660cfebf0ad_0,1456.6765,4323.1675,11036.407,,,,,,{}
SceneComponent,PG_CampFire_Smouldering_C,UNP_PG_CampFire_Smouldering_UAID_0468748824940DBE02_c11e2be935ce527e_1804449194,2457.9146,6085.648,10833.97,,,,,,{}
SceneComponent,PG_Coffin_02a_Hub_C,Coffin_Group_02_C_UAID_D843AE641AE3BA4402_83341eb1e5ddffa6_1863429710,-3401.8638,-5782.9595,11027.106,,,,,,{}
SceneComponent,PG_Stool_02a_C,UNP_PG_Stool_02a_bcb2f72933d94da3_0,-2073.2244,-3993.407,11027.105,,,,,,{}
SceneComponent,Window_195x105_ST_01c_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797192107,-6339.7837,-2028.8179,10517.051,,,,,,{}
SceneComponent,Window_195x105_ST_01c_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797197108,-6337.4175,-1630.6097,10517.051,,,,,,{}
SceneComponent,Window_195x105_ST_01c_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797201109,-6334.7627,-1183.8496,10517.051,,,,,,{}
SceneComponent,Window_195x105_ST_01c_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_99c5de060d023245_1797205110,-6330.11,-400.72772,10517.051,,,,,,{}
SceneComponent,Window_195x105_ST_01c_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941386288,6820.345,-2552.1619,6664.137,,,,,,{}
SceneComponent,Window_195x105_ST_01c_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941390289,6822.4326,-2950.3716,6664.137,,,,,,{}
SceneComponent,Window_195x105_ST_01c_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941394290,6826.8564,-3794.263,6656.194,,,,,,{}
SceneComponent,Window_195x105_ST_01c_C,BP_Window_Large_01b_C_UAID_D843AE641AE3BA4402_acd23bd0e6a677c1_1941400291,6816.7896,-4195.095,6656.194,,,,,,{}
StaticMeshComponent,BP_ArtificerCrafting_A01_C,StaticMeshActor_UAID_04687488249414BE02_c55cd7d2ca76988f_1497010580,2965.6313,3512.6804,10847.798,Artificer Workbench,,,,,"{""interaction"": ""Craft""}"
StaticMeshComponent,BP_ArtificerCrafting_C,BP_ArtificerCrafting_C_UAID_04D9F5F93AD5228602_99c5de060d023245_1494274043,746.4782,621.0281,11129.261,Artificer Workbench,,,,,"{""interaction"": ""Craft""}"
StaticMeshComponent,BP_BannerVAT_01a_C,StaticMeshActor_272,-559.18646,1732.0299,14071.584,,,,,,{}
StaticMeshComponent,BP_BannerVAT_01a_C,StaticMeshActor_36,2015.6807,-520.0591,19435.865,,,,,,{}
StaticMeshComponent,BP_BannerVAT_01a_C,StaticMeshActor_37,-5616.513,-4251.917,14803.418,,,,,,{}
StaticMeshComponent,BP_BannerVAT_01b_C,StaticMeshActor_296,-559.2108,1731.8751,13918.063,,,,,,{}
StaticMeshComponent,BP_ConservatorRefining_Curios_C,BP_ConservatorRefining_Curios_C_UAID_04D9F5F93AD59E8702_c11e2be935ce527e_2096447901,3122.1606,3909.8032,10841.245,Curio Desk,,,,,"{""interaction"": ""Refine""}"
StaticMeshComponent,BP_ConservatorRefining_Mechs_C,BP_ConservatorRefining_C_UAID_04D9F5F93AD55C8602_99c5de060d023245_1722466598,673.3601,1287.3395,11127.422,Mechanism Workbench,,,,,"{""interaction"": ""Refine""}"
StaticMeshComponent,BP_ConservatorRefining_Mechs_C,BP_ConservatorRefining_Mechs_C_UAID_04D9F5F93AD50B8702_c11e2be935ce527e_1943134051,3172.5957,3718.4807,10835.946,Mechanism Workbench,,,,,"{""interaction"": ""Refine""}"
StaticMeshComponent,BP_ConservatorRefining_Mechs_C,BP_ConservatorRefining_Mechs_C_UAID_04D9F5F93AD50C8702_99c5de060d023245_1203317242,979.6305,1007.59766,11129.157,Mechanism Workbench,,,,,"{""interaction"": ""Refine""}"
StaticMeshComponent,BP_CookCrafting01_C,BP_CookCrafting_C_UAID_0468748824940DBE02_c11e2be935ce527e_2102487463,3693.8372,5475.558,10835.962,Cooking Pot,,,,,"{""interaction"": ""Cook""}"
StaticMeshComponent,BP_CookCrafting02_C,BP_CookCrafting_C_UAID_04D9F5F93AD5AF5402_721ca775cb4eb9ba_1602796001,-3374.0676,2145.313,11030.968,Cauldron,,,,,"{""interaction"": ""Cook""}"
StaticMeshComponent,BP_FrenchFlagVAT_02b_C,StaticMeshActor_287,-1709.6361,2042.3707,12643.366,,,,,,{}
StaticMeshComponent,BP_FrenchFlagVAT_02b_C,StaticMeshActor_310,5702.497,-1699.9941,12651.602,,,,,,{}
StaticMeshComponent,BP_FrenchFlagVAT_02b_C,StaticMeshActor_325,-5715.303,-1701.0881,12101.38,,,,,,{}
StaticMeshComponent,BP_FrenchFlagVAT_03a_C,StaticMeshActor_306,2411.1768,7298.756,13047.273,,,,,,{}
StaticMeshComponent,BP_FrenchFlagVAT_03a_C,StaticMeshActor_328,-6116.3335,-3436.3076,10354.973,,,,,,{}
StaticMeshComponent,BP_FrenchFlagVAT_03a_C,StaticMeshActor_330,-4419.599,1990.0421,9225.833,,,,,,{}
StaticMeshComponent,BP_FrenchFlagVAT_03a_C,StaticMeshActor_331,1310.199,-613.1044,17810.447,,,,,,{}
StaticMeshComponent,BP_FrenchFlagVAT_03a_C,StaticMeshActor_332,268.54092,-1654.7625,17810.447,,,,,,{}
StaticMeshComponent,BP_FrenchFlagVAT_04a_C,StaticMeshActor_316,-2680.0217,-9609.742,12408.294,,,,,,{}
StaticMeshComponent,BP_FrenchFlagVAT_04a_C,StaticMeshActor_317,-5682.7476,-868.5276,12080.269,,,,,,{}
StaticMeshComponent,BP_FrenchFlagVAT_04a_C,StaticMeshActor_367,9073.912,6431.787,10431.996,,,,,,{}
StaticMeshComponent,BP_FrenchFlagVAT_05a_C,StaticMeshActor_UAID_04D9F5F93AD55B8602_99c5de060d023245_1522174110,-696.4043,-711.6622,11775.041,,,,,,{}
StaticMeshComponent,BP_FrenchFlagVAT_05a_C,StaticMeshActor_UAID_04D9F5F93AD55B8602_99c5de060d023245_1632091111,-115.61077,-121.05909,11775.041,,,,,,{}
StaticMeshComponent,BP_FrenchFlagVAT_05a_C,StaticMeshActor_UAID_D843AE641AE3BA4402_99c5de060d023245_1798266515,-3219.9912,-59.31965,12074.741,,,,,,{}
StaticMeshComponent,BP_FrenchFlagVAT_05a_C,StaticMeshActor_UAID_D843AE641AE3BA4402_99c5de060d023245_1798268516,-3219.3115,-1677.9451,12074.741,,,,,,{}
StaticMeshComponent,BP_GunsmithCrafting_C,BP_GunsmithCrafting_C_UAID_0468748824940DBE02_c11e2be935ce527e_1757010021,5088.2085,2420.8694,11114.409,Gunsmithing Workbench,,,,,"{""interaction"": ""Craft""}"
StaticMeshComponent,BP_GunsmithCrafting_C,BP_GunsmithCrafting_C_UAID_04D9F5F93AD5338602_99c5de060d023245_1092253046,308.6072,-407.21353,11027.668,Gunsmithing Workbench,,,,,"{""interaction"": ""Craft""}"
StaticMeshComponent,BP_MetallurgistCrafting_C,BP_A02_MetallurgistCrafting_C_UAID_0468748824940DBE02_c11e2be935ce527e_1749828806,4324.324,5713.5815,10875.263,Anvil,,,,,"{""interaction"": ""Craft""}"
StaticMeshComponent,BP_MetallurgistCrafting_C,BP_MetallurgistCrafting_C_UAID_04D9F5F93AD57D8402_bd4cf950e161a127_1540819573,-2857.5579,-855.64923,11033.076,Anvil,,,,,"{""interaction"": ""Craft""}"
StaticMeshComponent,BP_NaturalistRefining_Herbs_01_C,BP_NaturalistRefining_Herbs_01_C_UAID_0468748824940DBE02_c11e2be935ce527e_1752082850,2348.0215,5603.008,10836.681,Herb Table,,,,,"{""interaction"": ""Refine""}"
StaticMeshComponent,BP_NaturalistRefining_Herbs_02_C,BP_NaturalistRefining_Herbs_02_C_UAID_D843AE1A93E582A502_4734e3ad7ed16de1_1129683623,-2710.1829,2765.4326,11044.578,Herb Table,,,,,"{""interaction"": ""Refine""}"
StaticMeshComponent,BP_NaturalistRefining_Spice_01_C,BP_NaturalistRefining_Spice_01_C_UAID_0468748824940DBE02_c11e2be935ce527e_1751833840,2307.5515,5974.548,10840.855,Pestle & Mortar,,,,,"{""interaction"": ""Refine""}"
StaticMeshComponent,BP_NaturalistRefining_Spice_01_C,BP_NaturalistRefining_Spice_C_UAID_04D9F5F93AD5C28602_99c5de060d023245_1099316193,-2861.5513,2665.7847,11043.595,Pestle & Mortar,,,,,"{""interaction"": ""Refine""}"
StaticMeshComponent,BP_OutfitterCrafting_A01_C,BP_OutfitterCrafting_A01_C_UAID_0468748824940DBE02_c11e2be935ce527e_1759545083,6030.7954,3297.902,11124.661,Outfitter Workbench,,,,,"{""interaction"": ""Craft""}"
StaticMeshComponent,BP_OutfitterCrafting_A02_C,BP_OutfitterCrafting_A02_C_UAID_D843AE1A93E5D1D102_99c5de060d023245_1797102989,-396.69446,-1703.7778,11137.157,Outfitter Workbench,,,,,"{""interaction"": ""Craft""}"
StaticMeshComponent,BP_PhysicianCrafting_01_C,BP_PhysicianCrafting_01_C_UAID_04D9F5F93AD57D8502_c11e2be935ce527e_1555094006,1719.0679,5320.55,10842.479,Physician Workbench,,,,,"{""interaction"": ""Craft""}"
StaticMeshComponent,BP_PhysicianCrafting_02_C,BP_PhysicianCrafting_C_UAID_04D9F5F93AD5038102_99c5de060d023245_1907324211,-2162.663,2450.3718,11052.094,Physician Workbench,,,,,"{""interaction"": ""Craft""}"
StaticMeshComponent,BP_ScavengerRefining_Cloth_C,BP_ScavengerRefining_Cloth_C_UAID_04D9F5F93AD5998702_c11e2be935ce527e_2126164022,2199.3152,5680.354,10834.011,Loom,,,,,"{""interaction"": ""Refine""}"
StaticMeshComponent,BP_ScavengerRefining_Cloth_C,StaticMeshActor_UAID_04D9F5F93AD5728602_99c5de060d023245_1338403354,-564.7424,-1430.9918,11137.193,Loom,,,,,"{""interaction"": ""Refine""}"
StaticMeshComponent,BP_ScavengerRefining_Ore_C,BP_ScavengerRefining_Ore_C_UAID_0468748824940DBE02_c11e2be935ce527e_1805489222,4120.493,6444.015,10837.109,Smelter,,,,,"{""interaction"": ""Refine""}"
StaticMeshComponent,BP_ScavengerRefining_Ore_C,BP_ScavengerRefining_Ore_C_UAID_04D9F5F93AD59A8702_8223c7b529e43635_1340895209,-1693.0106,-2288.4692,11035.081,Smelter,,,,,"{""interaction"": ""Refine""}"
StaticMeshComponent,C_LI_Bookshelf_Single_01a_Spawner_C,Actor_42c0e3494aed166e_0,342.0682,189.91774,453.21378,Wardrobe,Civilian_Small,,,,{}
StaticMeshComponent,C_LI_Bookshelf_Single_01a_Spawner_C,Actor_cd38f38f219b46e8_0,342.0682,189.91774,453.21378,Wardrobe,Civilian_Small,,,,{}
