SourceName,MinEntries,MaxEntries,LootTable,TableName,Weight,WeightSum,WeightPercent,AlwaysSpawn
Basket_Medium,2,3,Baskets,LIT_GlobalItems_04_Epic,1.0,2131.10000000149,0.0469,False
Basket_Medium,2,3,Baskets,LIT_GlobalItems_03_Rare,5.0,2131.10000000149,0.2346,False
Basket_Medium,2,3,Baskets,LIT_GlobalItems_02_Uncommon,25.0,2131.10000000149,1.1731,False
Basket_Medium,2,3,Baskets,LIT_GlobalItems_01_Common,100.0,2131.10000000149,4.6924,False
Basket_Medium,2,3,Baskets,LIT_Food_All,500.0,2131.10000000149,23.4621,False
Basket_Medium,2,3,Baskets,LIT_Basket,1500.0,2131.10000000149,70.3862,False
Basket_Large,3,5,Baskets,LIT_GlobalItems_05_Legendary,0.1,2131.10000000149,0.0047,False
Basket_Large,3,5,Baskets,LIT_GlobalItems_04_Epic,1.0,2131.10000000149,0.0469,False
Basket_Large,3,5,Baskets,LIT_GlobalItems_03_Rare,5.0,2131.10000000149,0.2346,False
Basket_Large,3,5,Baskets,LIT_GlobalItems_02_Uncommon,25.0,2131.10000000149,1.1731,False
Basket_Large,3,5,Baskets,LIT_GlobalItems_01_Common,100.0,2131.10000000149,4.6924,False
Basket_Large,3,5,Baskets,LIT_Food_All,500.0,2131.10000000149,23.4621,False
Basket_Large,3,5,Baskets,LIT_Basket,1500.0,2131.10000000149,70.3862,False
AshPile,1,3,AshPile,LIT_GlobalItems_05_Legendary,0.001,103.1110000013141,0.001,False
AshPile,1,3,AshPile,LIT_GlobalItems_04_Epic,0.01,103.1110000013141,0.0097,False
AshPile,1,3,AshPile,LIT_GlobalItems_03_Rare,0.1,103.1110000013141,0.097,False
AshPile,1,3,AshPile,LIT_GlobalItems_02_Uncommon,1.0,103.1110000013141,0.9698,False
AshPile,1,3,AshPile,LIT_GlobalItems_01_Common,2.0,103.1110000013141,1.9397,False
AshPile,1,3,AshPile,LIT_Ashpile,100.0,103.1110000013141,96.9829,False
Armor_UREL,1,1,Armor_UREL,LIT_Armor_Uncommon,25.0,31.100000001490116,80.3859,False
Armor_UREL,1,1,Armor_UREL,LIT_Armor_Rare,5.0,31.100000001490116,16.0772,False
Armor_UREL,1,1,Armor_UREL,LIT_Armor_Legendary,0.1,31.100000001490116,0.3215,False
Armor_UREL,1,1,Armor_UREL,LIT_Armor_Epic,1.0,31.100000001490116,3.2154,False
Armor_Medium,1,1,Armor,LIT_Armor_All,100.0,100.0,100.0,False
Amphora,1,2,Amphora,LIT_Liquids,100.0,110.0,90.9091,False
Amphora,1,2,Amphora,LIT_Drinks_All,10.0,110.0,9.0909,False
Amphora,1,2,Amphora,LIT_Distillery_01,0,110.0,0.0,False
Ammo_Small_Heavy,1,1,Ammunition_Heavy,LIT_Ammunition_Heavy,100.0,100.0,100.0,False
Ammo_Small_Crude,1,1,Ammunition_Crude,LIT_Ammunition_Common,100.0,100.0,100.0,False
Ammo_Small,1,1,Ammunition,LIT_Ammunition_Crafting,10.0,100.0,10.0,False
Ammo_Small,1,1,Ammunition,LIT_Ammunition_All,90.0,100.0,90.0,False
Ammo_Medium,1,2,Ammunition,LIT_Ammunition_Crafting,10.0,100.0,10.0,False
Ammo_Medium,1,2,Ammunition,LIT_Ammunition_All,90.0,100.0,90.0,False
Ammo_Large,1,3,Ammunition,LIT_Ammunition_Crafting,10.0,100.0,10.0,False
Ammo_Large,1,3,Ammunition,LIT_Ammunition_All,90.0,100.0,90.0,False
