RootType,OuterType,OuterName,X,Y,Z,DisplayName,SpawnChance,ChanceType,Health,Keyed,LootSource,AISpawner,Visible
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_046874882494859A02_367755be1ccb9d60_1585347500,-25016.74,-6665.753,1743.8019,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_046874882494859A02_367755be1ccb9d60_1585384523,-29893.135,-6080.1284,1747.9143,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_046874882494859A02_367755be1ccb9d60_1585572638,-29185.7,-7835.3857,1694.1503,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_046874882494977D02_f5f3745e62dd497c_1434285213,-66842.48,-1942.4075,1695.364,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_0468748824949CD502_37bd26559c49d275_1308278015,-10342.939,-18017.838,1892.9454,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_046874882494AD8D02_c71ad3ef090f6a00_1993437553,-57247.203,36069.906,1784.5267,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_046874882494B49C02_d40d86cadf850e91_1893220078,-51298.2,-30204.88,6941.4604,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_046874882494B49C02_d40d86cadf850e91_1906812351,-51869.9,-30862.633,6934.402,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_046874882494B49C02_d40d86cadf850e91_1906946362,-50325.33,-30294.203,6934.402,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_046874882494B49C02_d40d86cadf850e91_1907781426,-50882.32,-32049.424,6940.7114,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_046874882494B49C02_d40d86cadf850e91_1908205478,-51126.16,-31748.602,6939.029,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_046874882494D99A02_7895f44951635563_1819283716,-47990.0,-10088.217,2956.4248,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_046874882494DC9A02_a595927790dec5fd_1424263411,-48800.125,-6478.2607,2951.703,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_046874882494E59402_307909d31b9b9ada_1720367606,-38880.883,-28187.842,8073.572,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_046874882494F39502_fa61c736281e8a8a_1309914643,-38229.95,-31071.52,6998.8667,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_046874882494F79302_b155a0e4697d664a_1684814886,-38112.594,-26267.76,6320.4014,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_046874882494F89A02_86279adec2ec3b27_1889840681,-15844.053,18616.52,-553.2562,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_046874882494F89A02_86279adec2ec3b27_1900301973,-14334.421,18985.98,565.21594,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_046874882494F89A02_86279adec2ec3b27_1904531097,-14151.568,17976.79,565.9494,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_046874882494F89A02_86279adec2ec3b27_1906706155,-14794.594,18765.87,186.17014,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_046874882494FA9A02_494699353dfaa609_1772384076,-10367.685,22335.486,-476.22763,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_046874882494FB9A02_71619fc7e70fc919_1213191048,-11845.282,21339.125,-291.6453,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_046874882494FB9A02_71619fc7e70fc919_1213285053,-14978.676,20312.49,-289.01096,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_046874882494FE9802_29c4ea76462ed633_1776576836,-28899.588,19357.33,-310.1612,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_046874882494FE9802_29c4ea76462ed633_1785283324,-30314.615,22482.268,-312.48938,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_046874882494FE9802_29c4ea76462ed633_1785810335,-33043.332,22731.158,-307.3706,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_18C04DA8201B437902_1955f5d21cbe47a4_1439525338,21893.896,7223.15,2381.0872,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_18C04DA8201B437902_1955f5d21cbe47a4_1577402852,23151.14,7687.318,2370.588,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_581CF8B723157CD802_aa00791f1230a3b5_1515069369,36984.254,-8247.232,-98.739975,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_581CF8B7231599D602_0ee7a365402e2b65_1724250494,33302.125,-14898.578,-100.98623,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_581CF8B72315DED602_09b253a8aea41573_1891792254,35602.117,-16491.16,-100.98623,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_581CF8B72315E5D602_73b7a2b36244c8f2_2071726048,37414.18,-18328.33,-28.179064,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_UAID_D843AE1A93E5D92C02_d29283f1d1e47264_1896898229,-44927.523,-6150.287,2884.0044,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_a7bf6c827d2e6cea_0,12942.652,-14814.587,1974.0077,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_da1ec3d8da7ef2d5_0,-51641.305,16331.591,-275.48245,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_e36258fa3443719a_0,-3692.5098,-39083.19,243.58293,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_e4a924a6b073f8a4_0,-2562.2039,-15222.584,145.23267,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_e5c093a2fdf2ce02_0,-58061.652,-16211.637,4618.817,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_Spawner_f5f3745e62dd497c_2,-65692.875,-104.76406,1821.1207,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_046874882494089902_4fd79de106d61a35_1094074595,-15229.527,-9404.192,1085.5692,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824941A9902_5cd45a4e3089d131_1787408663,-28822.506,-7055.885,1747.102,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824941A9902_d7ab05e04fd848b6_1787408663,-25165.16,-10880.3545,1748.2446,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824941B9B02_71619fc7e70fc919_1552265605,-7740.9756,17663.873,-492.07767,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824941F9602_55a6bec73623a530_1876198675,-22816.092,301.7683,1004.67053,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824941F9602_bc9e8611b9e607b3_1876198675,-13645.355,20911.473,-285.06967,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824941F9602_f5630e569374ca47_1876198675,5238.851,-11376.99,1422.5168,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824942C9602_15ee20d066fe6090_1480670654,-20523.703,1518.705,1059.1202,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824942C9602_3c5038982b9aeb70_1480670654,-16058.256,11792.114,-148.31761,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824942C9602_43ca8b0119c0ee6f_1480670654,-15196.424,5403.6147,369.25662,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824942C9602_8656f2d9fd9ee7ec_1480670654,-20875.455,-14440.468,1783.5581,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824942C9602_875f76ffc23083a8_1480670654,-18925.205,7173.106,418.44037,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824942C9602_cbfd6bbfec1eba2e_1480670654,-12435.456,7525.233,-169.31201,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824942C9602_f25cac59fc3e8c55_1480670654,-32574.525,-6446.0483,1973.5743,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_046874882494359A02_afe4a3bbeb7c2068_1277315606,2911.6294,-13131.617,935.1089,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824944C9B02_d0e23cfe7f59ca33_2006374746,-25230.541,-5060.0557,1770.5166,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824944C9B02_d0e23cfe7f59ca33_2006386778,-24969.889,-6275.4395,1770.8116,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824944C9B02_e1ce29a85d20fd8c_2006374746,-14631.513,-37566.85,930.2091,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824944C9B02_e1ce29a85d20fd8c_2006386778,-13492.268,-37069.645,930.5041,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824944E8902_1c556f47455d4841_1225935456,-3838.4983,1802.5052,-565.1026,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824944E8902_1c556f47455d4841_1226161464,-2861.7683,2088.5325,-565.58246,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824944E8902_1c556f47455d4841_1234159869,-4390.2705,3391.9875,-462.93246,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824944E8902_1c556f47455d4841_1234379875,-2986.475,2796.458,-461.7824,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824944E8902_1c556f47455d4841_1258044275,-2298.326,872.36664,-70.85607,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824944F9B02_4cae16ed3344ca34_1287881835,-18481.129,35234.652,-281.9227,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824945C9802_9fac250d5149b043_1873976855,-15794.697,21360.35,-288.0,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824945C9802_9fac250d5149b043_1874188869,-15323.313,22510.521,-287.705,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824945C9802_bda10b7c50163ff5_1873976855,-17671.533,19539.63,-290.53766,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824945C9802_bda10b7c50163ff5_1874188869,-16521.361,19068.248,-290.24265,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824945E9802_42e60c0f2dfe0fa8_2079995798,-12526.645,-11633.079,1104.4447,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824945E9802_90429aff829b7e94_2079995798,3273.4001,-10810.951,1418.6298,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_046874882494609802_170009526a2c1544_1815132188,-28571.723,-4480.5435,1756.0327,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_046874882494619802_126232618081b8ee_1308766060,-26858.992,-9603.539,1746.6752,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_046874882494659802_601a3976627e89c8_1572380521,-48688.18,-7985.835,2960.03,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_046874882494789602_25c38f96bd642657_2059332969,-26358.078,-7476.857,1768.4575,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_046874882494789602_613646c311d01d8e_2059332969,-28044.168,-11724.27,1771.6836,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824947D8B02_7bc00f6ec963c845_2129346556,20910.867,-10758.816,2347.9043,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_046874882494859A02_367755be1ccb9d60_1585395532,-27604.918,-12710.683,1903.667,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_046874882494859A02_367755be1ccb9d60_1585460568,-28274.07,-8002.427,1802.4099,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_046874882494859A02_367755be1ccb9d60_1585610665,-29803.94,-4348.21,1745.2107,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_046874882494859A02_367755be1ccb9d60_1585652692,-27677.074,-9435.149,1746.7528,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_046874882494859A02_367755be1ccb9d60_1585703714,-29200.035,-11676.394,1754.6371,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_046874882494977D02_f5f3745e62dd497c_1330259003,-66565.555,-1947.0002,1699.9683,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824949AD502_6bf7ed90f87edc78_2008565953,-7135.074,-16681.246,4066.095,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824949AD502_6bf7ed90f87edc78_2024535154,-7679.656,-16921.705,376.27087,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824949AD502_6bf7ed90f87edc78_2024818171,-7150.961,-16529.807,374.0682,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824949AD502_6bf7ed90f87edc78_2025637199,-8032.7954,-16346.703,374.52905,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824949AD502_6bf7ed90f87edc78_2037829400,-7384.205,-16472.424,2796.337,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824949CD502_37bd26559c49d275_1296712268,-14923.251,-17893.727,1694.8558,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_0468748824949CD502_37bd26559c49d275_1309257322,-8796.078,-16404.496,1892.9956,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_046874882494CC9502_97971df2a4ca033d_1238498338,-36046.92,-26212.984,8072.9365,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_046874882494CC9502_97971df2a4ca033d_1243914469,-36047.344,-27099.51,9374.591,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_046874882494CC9502_97971df2a4ca033d_1244470489,-36161.71,-26493.969,8073.7437,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_046874882494CC9502_97971df2a4ca033d_1248202557,-35625.688,-27316.256,8178.5796,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_046874882494CC9502_97971df2a4ca033d_1258926711,-35717.48,-27195.55,9372.921,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_046874882494DD9A02_1bef1ea065e33b47_1605772723,-49720.89,-8608.075,2951.76,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_046874882494EC9302_bbbfac29b2972afa_1193571705,-38917.13,-24241.715,8140.994,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_046874882494F89A02_86279adec2ec3b27_1908326219,-15867.843,19234.557,186.37498,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_046874882494F89A02_86279adec2ec3b27_1910287342,-14098.13,18351.56,186.37497,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_046874882494FB9A02_71619fc7e70fc919_1231549833,-16492.941,18506.615,-376.3937,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_046874882494FE9802_29c4ea76462ed633_1755720272,-29404.53,21369.605,-140.30786,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_08BFB82FEC6A85DC02_3df28b0128384e50_1196662486,34217.89,-12650.437,76.793365,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_08BFB82FEC6A85DC02_3df28b0128384e50_1196842492,35832.707,-13586.4375,76.79338,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_08BFB82FEC6A85DC02_3df28b0128384e50_1197208499,36023.926,-13744.292,76.79338,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_08BFB82FEC6A85DC02_3df28b0128384e50_1197390506,34413.375,-10417.062,77.07148,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_18C04DA8201B437902_1955f5d21cbe47a4_1446584749,20067.81,3736.6702,2402.3833,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_50EBF6D2996976A602_29c4ea76462ed633_1329503332,-29371.266,21450.219,-140.30786,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_581CF8B723150CBE02_c3245b26535725e1_1581053319,21824.3,-6370.066,1074.8705,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_581CF8B723150CBE02_c3245b26535725e1_1581255323,23789.992,-7032.447,1077.8563,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_581CF8B723150CBE02_c3245b26535725e1_1581474329,22762.799,-5642.091,1077.8563,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_581CF8B723150CBE02_c3245b26535725e1_1581700335,24779.037,-7037.474,1077.8563,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_581CF8B7231511D902_6dfd51d988941e94_1528733034,38994.824,-10575.311,5.5550327,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_581CF8B7231535D802_7b0b2d09dbcdc51c_2027536996,33955.574,-8968.467,10.359526,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_581CF8B723154ED602_a9a338b10a444bbb_1289250007,30601.312,-13885.224,-102.20438,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_581CF8B7231564CF02_0af8d68b152618b4_1625211423,27425.56,-6367.2495,968.11444,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_581CF8B723156ABE02_20e2b082a6cc054c_1247626259,22845.232,-8376.965,968.11444,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_581CF8B723156ABE02_20e2b082a6cc054c_1250341319,23803.566,-7896.613,1076.0669,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_581CF8B7231579BD02_2d71cfae02a1eb4f_1792739313,21597.76,-6694.7188,1285.6995,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_581CF8B7231579BD02_2d71cfae02a1eb4f_1793349321,20997.955,-7068.676,1284.8563,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_581CF8B7231579BD02_2d71cfae02a1eb4f_1793534327,21765.885,-7156.491,1284.3778,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_581CF8B723157CD802_aa00791f1230a3b5_1518104436,35536.215,-7333.5337,-2.2079191,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_581CF8B723158CD602_e28dd75b0dfb6fe0_1181558757,31447.857,-13567.12,6.067164,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_581CF8B723158CD602_e28dd75b0dfb6fe0_1181721761,32087.965,-14800.7705,4.8562746,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_581CF8B7231599D602_0ee7a365402e2b65_1730154602,33078.473,-14308.291,4.7252283,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_581CF8B72315D64D02_fa61c736281e8a8a_1885164846,-39042.83,-27052.873,7020.8037,Oak Barrel,,,,,OakBarrel,,
SceneComponent,Loot_Barrel_01a_Spawner_C,UNP_Loot_Barrel_01a_UAID_581CF8B72315E0D602_5a5767cc339294e0_1760278603,41626.51,-12589.009,4.9808693,Oak Barrel,,,,,OakBarrel,,
