RootType,OuterType,OuterName,X,Y,Z,DisplayName,SpawnChance,ChanceType,Health,Keyed,LootSource,AISpawner,Visible,HarvestableBy,NodeTag
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_624c7ebd28103293_1,-3773.7625,-2249.0503,-1704.0972,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_62688c3a3b1bee34_1,14529.248,43674.23,-993.5458,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_6cb8ca558c1bb1b8_1,9217.878,-5951.9067,-896.27527,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_6d8e7c7fa96797ac_1,-24105.867,41414.355,196.46663,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_703bd696120ecfb7_1,12627.647,1523.2195,-1111.4176,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_72b0bf516981dc11_1,-21018.186,-10557.122,-1245.0668,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_76919ec7f664a8f8_1,26802.525,21860.902,-1981.323,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_7de0649aafe3cd10_1,129.89198,1268.0715,-1747.7823,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_7f15ad9e58151d64_1,-15695.576,46511.457,310.07486,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_7f18de8b21ab935c_1,31548.93,20007.402,-2212.7026,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_807c2a2cb6cd412b_1,-25412.22,34515.137,117.658195,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_81c99ee0575d9079_1,-22493.65,-13121.695,-1283.3962,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_839aef1fea4851e3_1,-17713.846,14695.319,-1635.1403,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_84d0584c77315f6a_1,45620.066,34239.504,-1811.4619,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_866d550e6bf8e88b_1,35160.004,20806.242,-1863.9501,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_874067e50c60d5e7_1,24435.18,-40.99473,-635.588,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_94fdc9cc167148ae_1,-20066.451,-6773.7637,-1435.1646,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_95ae36b413f545a4_1,4880.4443,1363.6033,-1521.8604,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_982bfdeab492451e_1,11814.897,-930.28906,-1004.89526,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_987253dbe30979f8_1,3889.8462,3889.22,-1592.4066,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_9960798698b784b5_1,-28132.596,18719.22,-944.8828,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_9da2f63e1c520b19_1,-17839.299,-158.45981,-1532.3865,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_9fb55f6a98c620e8_1,24358.36,20442.418,-2255.2305,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_a650501bf08cf739_1,30247.63,6135.037,-948.1142,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_a81dde1248139bbf_1,40458.137,24311.46,-2052.4514,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_a84ee5ee3133a61e_1,17603.232,42624.76,-962.2132,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_b197a209274f33f4_1,33586.164,19997.092,-1886.3047,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_b31eb7e30aabd902_1,2548.8093,42459.06,-1103.2352,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_ba0cd3db7c1a0e86_1,28996.582,9514.199,-1427.9707,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_baded86250223808_1,40892.426,34383.035,-1614.0262,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_bb331f57752181fa_1,12559.049,-4575.6055,-787.20123,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_bd39dee1fcd46aac_1,10611.508,1040.9905,-1137.2943,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_bd528d01b12092f3_1,19414.87,17320.87,-1908.8933,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_c117c947852603da_1,42640.805,19686.83,-2028.8009,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_c30a226efd866ee2_1,20395.645,-312.42722,-772.3042,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_c669aa08e440911c_1,45520.85,43314.79,-1785.7874,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_c82889362b09d196_1,21170.201,16801.977,-2146.6514,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_c9f5eac6aa539357_1,-19314.549,-157.86739,-1569.0089,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_ccf3687d9316ee2c_1,46656.707,42272.297,-1726.6062,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_cdc5f404434d15d6_1,-13120.785,1604.6351,-1892.2842,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_cdd1f7cf27ae4a00_1,11207.633,-8654.209,-819.89984,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_ceeb610cf28f651c_1,9400.925,6029.8667,-1523.381,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_cf42673d7802aeb9_1,14440.066,5144.1514,-1483.3076,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_d184d6be091aba63_1,28165.955,11252.097,-1573.9885,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_d3e58a963d25d3ce_1,28397.342,13534.028,-1729.7319,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_d4a653eb327fd747_1,14948.514,-3888.1658,-773.30084,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_d4b924b119699d1d_1,25169.303,4961.7476,-983.6015,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_d4d9607a3647519e_1,30562.057,12710.952,-1644.0018,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_da9665e68c56f749_1,10444.61,-3404.9468,-926.36646,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_ddc47c57f4c4f67c_1,26478.596,33335.594,-1391.788,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_de05b6722230e063_1,16482.193,-162.91882,-782.7098,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_de9f4ff076afb65e_1,-4453.9775,-500.8236,-1731.8936,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_df7412258aadacc8_1,-16490.836,-11278.701,-1359.325,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_e38a2cddd338c3d3_1,-30495.646,45658.133,445.6005,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_e533909c6adf52b0_1,-6699.5645,44461.703,-346.23468,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_fa5bc3a5b873df8d_1,13259.313,50002.746,-941.5901,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_faca3ff7babf3c3f_1,-19076.281,-7482.6333,-1480.6323,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_fcc8653084910593_1,278.44928,44029.414,-752.12476,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_fef6277568cd418f_1,-2110.9648,43256.51,-809.8957,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Gavroche_01a_Spawner_C_ff907bc1ef4d0dd3_1,21603.02,8195.722,-1465.041,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_00FF8EFC2BEFA34D02_0f67a8b92724ff7e_1729092320,-10865.771,25497.371,-900.8818,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_00FF8EFC2BEFA34D02_0f8bdf33e7f132e0_1729092320,27437.693,27119.951,-2075.7568,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_00FF8EFC2BEFA34D02_17c00d8774149e1f_1729092320,-2651.173,-6239.1333,-1807.6559,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_00FF8EFC2BEFA34D02_2f1f699adb757b41_1729092320,10326.173,12690.644,-1814.6621,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_00FF8EFC2BEFA34D02_3248f90fdfe90b42_1729092320,-21986.8,30637.799,-550.2361,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_00FF8EFC2BEFA34D02_368ba10d94d1ab42_1729092320,20137.617,23785.172,-1558.1493,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_00FF8EFC2BEFA34D02_3ad4cdaea48a9dd9_1729092320,-5382.283,-7499.583,-1566.4869,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_00FF8EFC2BEFA34D02_4323b0cb3784adfc_1729092320,29630.307,47431.355,-2172.1858,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_00FF8EFC2BEFA34D02_4ad7ad53ce70dcfd_1729092320,-8222.027,7554.477,-1784.7158,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_00FF8EFC2BEFA34D02_5a81f5315ced5758_1729092320,4554.786,2776.7166,-1675.2947,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_00FF8EFC2BEFA34D02_822d1aef408c0be4_1729092320,10432.416,15883.143,-1932.1304,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_00FF8EFC2BEFA34D02_87ec215d028f25b3_1729092320,4352.181,-579.68835,-1499.6815,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_00FF8EFC2BEFA34D02_8de4f76c505845f3_1729092320,-7359.668,26014.35,-888.0155,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_00FF8EFC2BEFA34D02_bfa90c7fa34e2d2c_1729092320,-4270.6187,34491.64,-1016.2553,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_00FF8EFC2BEFA34D02_d2d294ee88de9a3b_1729092320,34096.574,33757.727,-1754.4493,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_00FF8EFC2BEFA34D02_d407aada7938b647_1729092320,-14734.003,-11309.016,-1657.5735,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_00FF8EFC2BEFA34D02_f5226953e3a6ce8c_1729092320,22834.773,39922.26,-2019.8009,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_00FF8EFC2BEFD65502_d7bb368d433e8eb6_1403289732,27585.734,-2303.1804,-1456.3152,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_00FF8EFC2BEFE84702_bea6386a9da1ae8d_1396132802,23155.408,6354.6187,-1917.4791,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_046874882494089902_3f0e6d0dd4e4221e_1095104730,-29842.39,11783.794,-1322.7511,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_046874882494089902_3f0e6d0dd4e4221e_1095115735,-30098.238,12242.565,-1291.6398,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_046874882494089902_3f0e6d0dd4e4221e_1096737232,-28140.945,14413.046,-1320.1185,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_046874882494089902_3f0e6d0dd4e4221e_1096748237,-28619.207,14630.283,-1289.0072,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_046874882494089902_3f0e6d0dd4e4221e_1097801594,-29189.586,11485.825,-1326.6514,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_046874882494089902_3f0e6d0dd4e4221e_1099732980,-29302.52,14099.919,-1322.4135,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_046874882494089902_3f0e6d0dd4e4221e_1101572214,-26504.04,13867.886,-1318.3126,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_046874882494089902_3f0e6d0dd4e4221e_1102065360,-27134.678,10325.991,-1326.6514,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_0468748824944E8902_4481ef720ae1ae21_1229913578,-8380.43,-5357.4985,-1463.8383,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_0468748824944E8902_4481ef720ae1ae21_1230811724,-7733.3164,-6056.569,-1473.0717,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_0468748824944E8902_4481ef720ae1ae21_1231400764,-10693.452,-6556.18,-1479.2786,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_046874882494977D02_be6a6beac2196855_1267551366,10298.359,29553.775,-1885.5293,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_046874882494977D02_be6a6beac2196855_1268321446,10836.507,31092.4,-1899.7307,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_046874882494977D02_be6a6beac2196855_1281207848,10496.208,29881.973,-1882.6642,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_046874882494977D02_be6a6beac2196855_1281450903,10037.443,30137.83,-1913.7755,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_046874882494A69802_68e0512c24d92e8f_1235642743,17161.002,20165.072,-1981.118,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_046874882494A69802_68e0512c24d92e8f_1364142660,10263.763,17919.67,-1998.3024,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_046874882494A69802_68e0512c24d92e8f_1364581704,9993.31,18545.38,-1996.211,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_046874882494B3B302_b672bb6c668a37ab_1996357576,-16515.389,41026.344,596.08936,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_046874882494B3B302_b672bb6c668a37ab_1996756616,-17819.408,42771.58,371.1841,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_046874882494B3B302_b672bb6c668a37ab_1997152660,-17779.668,43052.67,383.6279,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_046874882494B3B302_b672bb6c668a37ab_1997882842,-20535.928,43949.832,342.24005,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_046874882494B3B302_b672bb6c668a37ab_1998252881,-20058.926,43694.91,360.18515,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_046874882494B3B302_b672bb6c668a37ab_1998921026,-19325.723,42303.266,408.07727,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_046874882494B3B302_b672bb6c668a37ab_1998927031,-19176.791,42757.92,415.89978,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_046874882494DD9A02_129128160f00dfd4_1602249272,39108.316,15796.088,-2179.3926,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_046874882494DD9A02_129128160f00dfd4_1602631312,38558.688,15581.17,-2179.3926,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_046874882494DD9A02_129128160f00dfd4_1603305382,39146.156,15226.982,-2173.9656,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_046874882494DD9A02_129128160f00dfd4_1604147564,40541.16,15097.525,-2172.5203,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_046874882494DD9A02_129128160f00dfd4_1605112656,40988.848,15753.723,-2176.9768,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_046874882494FE9802_e515a311258b40d3_1737792502,-11596.317,38205.926,-197.8421,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_046874882494FE9802_e515a311258b40d3_1737805507,-11339.709,37747.58,-166.73077,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
SceneComponent,Loot_Corpse_Male_01a_Spawner_C,Loot_Corpse_Male_01a_Spawner_C_UAID_046874882494FE9802_e515a311258b40d3_1740018882,-9664.051,42941.715,-184.53282,Corpse,50.0,Blueprint,,,Corpse_Peasant,,,,
